time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,perm_physical_pupils,perm_physical_adult,perm_verbal_pupil,perm_verbal_adult,perm_bullying,perm_racist_abuse,perm_sexual_misconduct,perm_drug_alcohol,perm_damage,perm_theft,perm_persistent_disruptive,perm_other,fixed_physical_pupils,fixed_physical_adult,fixed_verbal_pupil,fixed_verbal_adult,fixed_bullying,fixed_racist_abuse,fixed_sexual_misconduct,fixed_drug_alcohol,fixed_damage,fixed_theft,fixed_persistent_disruptive,fixed_other
academic year,200607,local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Special,0,0,0,x,0,0,0,0,0,0,0,x,4,13,4,13,6,x,0,x,5,x,17,6
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Total,20.2727,24.1818,8.10606,13.1667,0,x,x,3.04545,0,4.06061,37.4697,44.6667,921,327,133,1133,80,54,28,85,116,79,989,1417
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,State-funded primary,x,12,0,x,0,0,0,0,0,0,6,0,217,161,25,131,19,3,3,0,15,6,394,53
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,State-funded secondary,18.2727,12.1818,7.10606,11.1667,0,x,x,3.04545,0,4.06061,31.4697,44.6667,655,105,107,981,55,43,25,85,92,66,558,1327
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Special,0,0,x,0,0,0,0,0,0,0,0,0,49,61,x,21,6,8,0,0,9,7,37,37
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Total,19.1223,4.46809,x,7.14894,x,0,x,x,0,0,31.9894,19.6596,270,95,49,242,55,28,13,11,50,52,358,474
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,State-funded primary,x,0,0,0,0,0,x,0,0,0,x,0,82,52,10,25,8,3,3,0,10,0,85,13
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,State-funded secondary,17.8723,4.46809,x,7.14894,x,0,x,x,0,0,29.4894,19.6596,175,37,32,203,47,22,9,11,35,52,264,454
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Special,0,0,0,0,0,0,0,0,0,0,0,0,13,6,7,14,0,3,x,0,5,0,9,7
academic year,200607,local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Total,x,x,x,x,0,0,0,0,0,0,4.54545,x,498,76,98,514,41,14,13,104,96,109,533,400
academic year,200607,local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,State-funded primary,0,x,0,0,0,0,0,0,0,0,0,0,30,36,13,36,0,x,x,x,x,0,46,7
academic year,200607,local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,State-funded secondary,x,x,x,x,0,0,0,0,0,0,4.54545,x,461,39,84,475,41,12,12,103,93,109,484,393
academic year,200607,local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Special,0,0,0,0,0,0,0,0,0,0,0,0,7,x,x,3,0,0,0,0,x,0,3,0
academic year,200607,local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Total,3.33333,x,x,x,0,0,0,0,0,0,8.5,0,255,133,103,600,17,11,16,31,53,20,713,133
academic year,200607,local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,State-funded primary,0,0,0,0,0,0,0,0,0,0,x,0,96,55,14,45,x,7,4,0,4,3,96,5
academic year,200607,local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,State-funded secondary,3.33333,x,x,x,0,0,0,0,0,0,7.5,0,141,23,86,541,14,4,12,31,48,17,589,128
academic year,200607,local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Special,0,0,0,0,0,0,0,0,0,0,0,0,18,55,3,14,x,0,0,0,x,0,28,0
academic year,200607,local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Total,0,x,x,x,0,0,0,5.76471,x,x,0,x,198,76,25,247,14,13,4,55,30,22,237,99
academic year,200607,local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,State-funded primary,0,0,x,0,0,0,0,0,0,0,0,0,45,28,13,23,x,0,x,0,8,x,74,4
academic year,200607,local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,State-funded secondary,0,x,x,x,0,0,0,5.76471,x,x,0,x,153,40,12,224,12,13,3,55,20,21,163,95
academic year,200607,local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Special,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,x,0,0,0
academic year,200607,local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Total,19.7632,20.8026,3.97368,8.90789,0,x,x,x,x,3.96053,20.7895,11.8553,744,164,148,890,56,31,35,90,91,75,1011,1017
academic year,200607,local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,State-funded primary,x,6,x,x,0,0,0,0,x,x,5,x,118,68,19,66,14,5,7,0,7,x,143,33
academic year,200607,local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,State-funded secondary,17.7632,14.8026,x,6.90789,0,x,x,x,0,x,15.7895,10.8553,591,51,112,758,41,26,25,89,69,73,819,938
academic year,200607,local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Special,0,0,0,x,0,0,0,0,0,0,0,0,35,45,17,66,x,0,3,x,15,0,49,46
academic year,200607,local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,x,x,3.91667,10.4444,0,0,x,x,0,0,19.5833,6.52778,209,61,80,390,12,4,8,20,65,25,679,199
academic year,200607,local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,34,32,7,25,x,0,0,0,x,0,39,8
academic year,200607,local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,State-funded secondary,x,x,3.91667,10.4444,0,0,x,x,0,0,19.5833,6.52778,168,17,69,335,10,4,8,20,62,25,617,187
academic year,200607,local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Special,0,0,0,0,0,0,0,0,0,0,0,0,7,12,4,30,x,0,0,0,x,0,23,4
academic year,200607,local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Total,8.70143,10.472,x,4.23729,0,0,0,x,0,0,23.2595,12.7875,974,230,169,1194,60,44,31,95,113,98,1343,1596
academic year,200607,local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,State-funded primary,x,3.69231,0,0,0,0,0,0,0,0,4.61538,x,203,121,55,117,4,5,5,0,13,6,289,122
academic year,200607,local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,State-funded secondary,5.9322,6.77966,x,4.23729,0,0,0,x,0,0,18.6441,11.8644,729,59,103,1020,45,32,24,94,83,91,1014,1408
academic year,200607,local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Special,0,0,0,0,0,0,0,0,0,0,0,0,42,50,11,57,11,7,x,x,17,x,40,66
academic year,200607,local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Total,3.52941,x,x,3.52941,0,0,x,0,0,0,6.29412,x,404,134,94,806,27,39,20,66,71,41,754,217
academic year,200607,local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,State-funded primary,0,0,0,0,0,0,x,0,0,0,x,0,84,56,18,71,0,x,x,x,8,6,134,17
academic year,200607,local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,State-funded secondary,3.52941,x,x,3.52941,0,0,0,0,0,0,5.29412,x,303,55,60,706,22,34,18,64,56,35,600,193
academic year,200607,local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Special,0,x,0,0,0,0,0,0,0,0,0,0,17,23,16,29,5,3,0,x,7,0,20,7
academic year,200607,local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Total,27.3327,16.6634,5.42553,21.7021,x,0,x,x,x,4.34043,68.6634,16.2766,2353,396,564,3027,154,118,87,242,280,266,3287,926
academic year,200607,local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,State-funded primary,3.54545,4.72727,0,0,0,0,0,0,0,0,4.72727,0,265,157,49,154,5,7,6,0,25,3,424,59
academic year,200607,local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,State-funded secondary,22.7872,11.9362,5.42553,21.7021,x,0,x,x,x,4.34043,62.9362,16.2766,2026,175,502,2813,120,107,77,241,236,261,2793,845
academic year,200607,local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Special,x,0,0,0,0,0,0,0,0,0,x,0,62,64,13,60,29,4,4,x,19,x,70,22
academic year,200607,local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Total,x,x,0,0,0,0,0,0,0,0,x,x,495,137,111,515,33,21,11,10,51,29,443,378
academic year,200607,local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,124,76,35,73,7,x,x,0,4,0,96,14
academic year,200607,local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,State-funded secondary,x,x,0,0,0,0,0,0,0,0,x,x,340,44,74,408,17,20,4,10,42,26,337,363
academic year,200607,local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Special,0,0,0,0,0,0,0,0,0,0,0,0,31,17,x,34,9,0,5,0,5,3,10,x
academic year,200607,local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Total,x,x,x,6.24638,0,0,0,x,x,x,8.85507,7.82609,840,197,128,1042,55,36,10,65,86,63,806,488
academic year,200607,local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,State-funded primary,0,0,x,x,0,0,0,0,0,0,x,0,115,83,23,42,9,x,0,0,13,x,144,30
academic year,200607,local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,State-funded secondary,x,x,0,3.91304,0,0,0,x,x,x,6.52174,7.82609,716,93,101,965,42,33,10,64,63,61,652,455
academic year,200607,local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Special,0,0,0,0,0,0,0,0,0,0,0,0,9,21,4,35,4,x,0,x,10,0,10,3
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Total,26,14,5,12,x,0,5,8,4,0,23,10,947,132,200,1076,68,53,47,112,139,117,1310,514
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,State-funded primary,4,6,3,0,0,0,x,0,0,0,x,0,80,47,31,31,9,4,0,x,7,4,114,9
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,State-funded secondary,22,8,x,12,x,0,4,8,4,0,22,10,864,75,169,1043,59,49,46,111,130,113,1192,498
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Special,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,x,0,0,x,0,x,0,4,7
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,13,11,x,4,x,0,x,x,0,x,9,12,586,206,90,606,38,21,38,26,78,45,549,448
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,State-funded primary,x,0,0,0,0,0,0,0,0,0,0,0,132,83,16,46,3,6,4,x,6,3,93,10
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,State-funded secondary,12,11,x,4,x,0,x,x,0,x,9,12,429,73,73,532,35,15,34,25,70,42,453,423
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Special,0,0,0,0,0,0,0,0,0,0,0,0,25,50,x,28,0,0,0,0,x,0,3,15
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Total,0,x,0,x,0,0,0,0,0,0,x,0,19,x,13,32,3,x,x,15,3,16,29,11
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,x,0,3,x,0,0,0,0,0,0,x,0
academic year,200607,local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,State-funded secondary,0,x,0,x,0,0,0,0,0,0,x,0,18,x,10,30,3,x,x,15,3,16,28,11
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Total,15.7195,17.9874,6.34138,19.1453,x,x,x,4.14679,x,6.22018,52.8044,10.3303,1165,137,189,1225,96,65,43,150,151,135,1199,646
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,State-funded primary,x,3.47368,x,4.63158,0,x,0,0,0,0,9.26316,0,120,32,25,51,4,4,x,x,11,3,139,23
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,State-funded secondary,11.4037,14.5138,5.18349,14.5138,x,0,x,4.14679,x,6.22018,43.5413,9.33028,1018,70,158,1159,88,60,39,149,129,132,1045,612
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Special,x,0,0,0,0,0,0,0,0,0,0,x,27,35,6,15,4,x,3,0,11,0,15,11
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Total,7.21429,6.14286,x,x,0,3.10714,0,x,0,0,8.21429,6.21429,341,112,62,412,18,23,22,19,48,21,398,279
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,State-funded primary,x,x,0,0,0,0,0,0,0,0,x,0,68,35,10,37,0,0,x,0,10,4,63,11
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,State-funded secondary,6.21429,4.14286,x,x,0,3.10714,0,x,0,0,6.21429,6.21429,256,60,47,354,14,23,19,18,35,17,291,258
academic year,200607,local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Special,0,0,0,0,0,0,0,0,0,0,0,0,17,17,5,21,4,0,x,x,3,0,44,10
academic year,200607,local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Total,7.22222,4.22222,3.11111,5.22222,0,0,x,7.38889,3.16667,x,33.3889,3.16667,683,137,185,796,49,42,50,187,112,57,1151,200
academic year,200607,local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,State-funded primary,3,0,x,x,0,0,x,0,0,0,7,0,87,65,23,55,4,x,6,0,5,3,120,13
academic year,200607,local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,State-funded secondary,4.22222,4.22222,x,4.22222,0,0,0,7.38889,3.16667,x,26.3889,3.16667,587,66,161,728,45,39,44,187,106,54,1020,166
academic year,200607,local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Special,0,0,0,0,0,0,0,0,0,0,0,0,9,6,x,13,0,x,0,0,x,0,11,21
academic year,200607,local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Total,8.29412,3,x,x,0,0,0,0,x,3.82353,12.7647,3.64706,339,86,85,327,39,17,10,22,82,28,703,197
academic year,200607,local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,State-funded primary,0,x,0,0,0,0,0,0,0,0,0,0,38,25,11,33,0,0,0,0,x,0,45,4
academic year,200607,local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,State-funded secondary,8.29412,x,x,x,0,0,0,0,x,3.82353,12.7647,3.64706,240,20,60,259,27,8,10,22,68,27,573,192
academic year,200607,local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Special,0,x,0,0,0,0,0,0,0,0,0,0,61,41,14,35,12,9,0,0,12,x,85,x
academic year,200607,local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Total,x,4,x,4,0,0,0,0,x,0,14,0,125,28,24,155,x,5,3,19,11,20,292,19
academic year,200607,local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,State-funded primary,0,0,0,0,0,0,0,0,0,0,x,0,4,6,5,x,0,0,0,0,0,0,10,3
academic year,200607,local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,State-funded secondary,x,4,x,4,0,0,0,0,x,0,12,0,120,21,19,153,x,5,3,19,11,20,282,16
academic year,200607,local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Special,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0
academic year,200607,local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Total,5,x,3,x,0,0,0,x,0,x,15,9,163,27,33,178,23,10,10,9,22,23,219,100
academic year,200607,local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,State-funded primary,0,0,0,0,0,0,0,0,0,0,x,0,15,8,x,6,0,x,x,0,x,0,16,6
academic year,200607,local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,State-funded secondary,5,x,3,x,0,0,0,x,0,x,13,8,137,13,31,171,23,9,9,9,20,22,201,91
academic year,200607,local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Special,0,0,0,0,0,0,0,0,0,0,x,x,11,6,x,x,0,0,0,0,x,x,x,3
academic year,200607,local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Total,6.11905,x,x,x,0,0,0,5.28571,3.17143,0,20.919,x,140,46,68,260,12,4,8,37,23,46,380,172
academic year,200607,local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,State-funded primary,x,x,x,x,0,0,0,0,0,0,x,0,23,29,x,21,x,0,0,0,x,x,28,12
academic year,200607,local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,State-funded secondary,5.28571,x,0,0,0,0,0,5.28571,3.17143,0,20.0857,x,117,15,67,239,10,4,8,37,21,44,352,160
academic year,200607,local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Special,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0
academic year,200607,local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Total,x,0,0,x,x,0,0,x,0,0,4,5,146,38,21,182,11,x,x,3,7,15,199,101
academic year,200607,local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,50,24,10,19,x,x,x,0,x,0,76,12
academic year,200607,local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,State-funded secondary,0,0,0,x,x,0,0,x,0,0,4,3,85,7,11,160,9,0,0,3,4,15,112,82
academic year,200607,local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Special,x,0,0,0,0,0,0,0,0,0,0,x,11,7,0,3,0,0,0,0,x,0,11,7
academic year,200607,local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Total,3,3,0,0,0,0,0,0,x,x,4,3,86,44,13,76,20,3,x,4,24,22,53,235
academic year,200607,local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,State-funded primary,x,0,0,0,0,0,0,0,x,0,0,0,40,22,4,18,3,3,0,0,x,0,22,6
academic year,200607,local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,State-funded secondary,x,x,0,0,0,0,0,0,0,x,4,3,43,17,9,50,17,0,x,4,22,22,31,229
academic year,200607,local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Special,0,x,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0
academic year,200607,local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Total,4,5,0,5,0,0,0,x,x,x,8,7,175,53,31,238,23,10,x,20,31,27,215,168
academic year,200607,local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,State-funded primary,0,x,0,0,0,0,0,0,0,0,0,0,11,20,7,8,x,0,0,0,x,0,11,4
academic year,200607,local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,State-funded secondary,4,x,0,5,0,0,0,x,0,x,5,6,152,19,21,219,19,5,x,19,27,24,163,157
academic year,200607,local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Special,0,x,0,0,0,0,0,0,x,0,3,x,12,14,3,11,x,5,0,x,3,3,41,7
academic year,200607,local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Total,0,0,0,x,0,0,0,x,0,0,x,x,625,114,88,640,42,37,23,72,69,93,538,714
academic year,200607,local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,90,65,9,32,x,5,0,x,5,x,149,15
academic year,200607,local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,State-funded secondary,0,0,0,x,0,0,0,x,0,0,x,x,531,40,78,605,40,32,23,71,63,91,388,698
academic year,200607,local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Special,0,0,0,0,0,0,0,0,0,0,0,0,4,9,x,3,0,0,0,0,x,0,x,x
academic year,200607,local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Total,4.70588,4.70588,x,x,3.17647,x,0,x,0,0,18.8235,4.70588,349,39,46,214,16,22,12,21,25,26,358,169
academic year,200607,local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,State-funded primary,0,0,0,0,x,0,0,0,0,0,0,0,21,10,x,10,x,x,x,0,x,x,23,x
academic year,200607,local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,State-funded secondary,4.70588,4.70588,x,x,x,x,0,x,0,0,18.8235,4.70588,327,28,44,204,13,21,10,21,23,25,335,167
academic year,200607,local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Special,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,x,0,0,0,x,0,0,0
academic year,200607,local authority,E92000001,England,E12000002,North West,875,.,Cheshire (Pre LGR 2009),Total,18.2175,10.6795,4.30058,14.8842,x,0,x,6.37895,x,4.25263,35.2281,12.7579,1187,229,226,1630,85,63,48,219,196,123,1513,857
academic year,200607,local authority,E92000001,England,E12000002,North West,875,.,Cheshire (Pre LGR 2009),State-funded primary,3.33333,x,x,0,x,0,0,0,0,0,3.33333,0,121,65,40,78,3,x,x,0,10,4,239,19
academic year,200607,local authority,E92000001,England,E12000002,North West,875,.,Cheshire (Pre LGR 2009),State-funded secondary,14.8842,9.56842,3.18947,14.8842,0,0,x,6.37895,x,4.25263,31.8947,12.7579,1026,106,171,1457,72,58,42,211,153,114,1206,782
academic year,200607,local authority,E92000001,England,E12000002,North West,875,.,Cheshire (Pre LGR 2009),Special,0,0,0,0,0,0,0,0,0,0,0,0,40,58,15,95,10,4,5,8,33,5,68,56
academic year,200607,local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Total,x,5.5,x,x,x,0,x,0,0,0,14.5,x,123,41,38,133,17,5,11,13,9,11,194,32
academic year,200607,local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,State-funded primary,0,x,0,0,0,0,0,0,0,0,x,0,6,18,x,9,x,0,0,0,0,0,22,x
academic year,200607,local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,State-funded secondary,x,3,x,x,x,0,x,0,0,0,12,x,112,22,37,123,16,5,11,13,9,11,172,31
academic year,200607,local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Special,0,0,0,0,0,0,0,0,0,0,0,0,5,x,0,x,0,0,0,0,0,0,0,0
academic year,200607,local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Total,6.27778,x,x,x,0,0,0,0,0,x,9.5,x,326,50,96,489,29,16,10,50,47,27,411,341
academic year,200607,local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,State-funded primary,x,0,0,0,0,0,0,0,0,0,0,0,28,12,11,14,7,3,0,0,0,x,31,6
academic year,200607,local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,State-funded secondary,5.27778,x,x,x,0,0,0,0,0,0,9.5,x,283,26,73,424,21,13,10,49,42,25,339,333
academic year,200607,local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Special,0,0,0,0,0,0,0,0,0,x,0,0,15,12,12,51,x,0,0,x,5,x,41,x
academic year,200607,local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Total,15,14,9,19,0,0,x,4,x,0,58,15,1257,258,234,1749,68,27,36,136,134,128,1297,1625
academic year,200607,local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,State-funded primary,x,6,x,x,0,0,0,0,x,0,7,x,185,105,34,78,5,3,x,0,16,x,172,33
academic year,200607,local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,State-funded secondary,13,4,7,17,0,0,0,4,0,0,50,12,1053,117,191,1656,62,22,30,133,110,125,1101,1564
academic year,200607,local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Special,0,4,0,0,0,0,x,0,0,0,x,x,19,36,9,15,x,x,4,3,8,x,24,28
academic year,200607,local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Total,4,4,3,5,0,0,0,5,3,0,12,x,300,95,72,409,24,13,27,58,52,30,332,137
academic year,200607,local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,State-funded primary,0,0,0,x,0,0,0,0,0,0,x,0,21,13,11,7,3,x,0,0,0,x,40,9
academic year,200607,local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,State-funded secondary,4,3,3,3,0,0,0,5,3,0,11,x,216,35,41,330,5,9,20,55,47,27,258,124
academic year,200607,local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Special,0,x,0,x,0,0,0,0,0,0,0,0,63,47,20,72,16,x,7,3,5,x,34,4
academic year,200607,local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Total,3.14286,4.14286,x,3.28571,x,0,0,x,x,0,13.4286,x,181,52,42,283,11,8,5,27,63,21,344,94
academic year,200607,local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,State-funded primary,x,x,0,x,0,0,0,0,0,0,3.42857,0,32,26,8,24,0,x,0,0,3,x,55,4
academic year,200607,local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,State-funded secondary,x,x,x,x,x,0,0,x,x,0,10,x,142,19,33,257,11,6,5,27,59,20,283,90
academic year,200607,local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Special,x,x,0,0,0,0,0,0,0,0,0,0,7,7,x,x,0,0,0,0,x,0,6,0
academic year,200607,local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Total,29.3581,26.3959,9.49845,24.3461,x,x,0,16.398,8.61086,7.17413,100.961,34.0706,2299,368,513,2716,167,181,101,222,334,248,3156,3120
academic year,200607,local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,State-funded primary,5.81081,6.97297,x,6.97297,0,x,0,0,3.48649,0,13.9459,x,323,165,75,162,5,7,x,0,24,6,550,133
academic year,200607,local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,State-funded secondary,22.5473,17.4229,7.17413,15.3731,x,0,0,16.398,5.12438,7.17413,83.0149,30.7463,1952,182,426,2518,150,167,98,220,306,241,2513,2936
academic year,200607,local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Special,x,x,0,x,0,0,0,0,0,0,4,x,24,21,12,36,12,7,x,x,4,x,93,51
academic year,200607,local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Total,x,3.1,0,x,0,0,0,3.15,0,0,6.3,7.3,198,105,38,237,9,9,x,23,63,25,234,326
academic year,200607,local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,State-funded primary,0,x,0,0,0,0,0,0,0,0,0,0,15,18,4,8,0,0,x,0,x,0,27,0
academic year,200607,local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,State-funded secondary,x,x,0,x,0,0,0,3.15,0,0,6.3,6.3,162,31,26,205,8,9,x,21,44,25,167,305
